lat,lon
14.701761167138509,121.02197314598217
14.695894657058084,121.01385536511863
14.687309543923817,121.00148627396776
14.69773982029262,121.01160661826296
14.693577921454967,121.00154684089898
14.702293595866816,121.0015237202914
14.685586615022714,121.00860064054277
14.68933052449551,120.98704821538053
14.688686064430165,120.98893183950197
14.677971996480165,121.0005581425347
14.695568348732133,120.99605270662376
14.695217698683287,121.00932349115305
14.692658280527912,120.99710077707189
14.690261274627735,120.99205798081375
14.678453438540982,121.02083750551631
14.688400692733833,121.00392325482224
14.689180000796219,121.00685629987399
14.68458437326927,120.99193353596498
14.690994288844827,121.00073719058184
14.696647654529633,121.0072902437242
14.711469004973592,120.99467108205288
14.694352924089806,121.00993799801056
14.695182649868714,121.00017463092792
14.691862686803825,121.00326408032917
14.673419433808498,121.0001639517048
14.692342007206994,121.0247037996722
14.693209448060898,121.00604604557972
14.71723956708634,120.99560390853755
14.690683536313676,121.01440646694813
14.695622619384823,120.9939725813274
14.692260028264435,121.00826965377715
14.680920365585292,120.9865843165883
14.704035374106637,120.99289915733812
14.700126476288355,121.0081496301858
14.700517465431918,121.01356568362706
14.68351327141354,121.007894700639
14.706635089070849,121.00502453500322
14.678588635333565,121.0031699808712
14.69847571689949,120.99139579792343
14.714511702219587,120.99898257574316
14.682701782710181,121.0015746301175
14.686944168665459,121.01675224008929
14.693603659612364,121.00961720072279
14.687572389420325,120.98855061627347
14.677100511650826,121.00942185752105
14.693292775709548,121.00233019502294
14.681984108824226,120.99941179782404
14.69734307026784,121.01229778071551
14.68341290361915,121.01649101305206
14.708106490011662,121.01549381901826
14.684774613038124,120.99778884259487
14.68938653079943,121.0030888940686
14.700742318135184,121.00949365214115
14.680298502797147,121.01593646909832
14.694881745307528,121.00138927544864
14.705678573504311,121.00432442806047
14.676532313615875,120.99511766808705
14.69445348454681,120.99421895158629
14.695205973903972,121.01430627605104
14.700425374679261,121.01974341811281
14.680237638852706,121.0054609166113
14.679402579830644,121.01621634680602
14.697826561617656,121.00979737807758
14.69557699269382,120.99972982028105
14.695112074464946,121.0097949738822
14.696071628056457,121.02156138349176
14.685806898745701,121.00582275743601
14.694929682933097,121.02182745438525
14.695537870694475,120.9799835667862
14.685463631781223,121.01440004287086
14.711264891072934,121.00705148850949
14.697345475170605,121.00319094432244
14.68069411098946,121.00709862559246
14.699172682047825,120.9863053286811
14.682860329259213,121.00398429894872
14.70047799199891,121.00975214354222
14.704193101751562,121.02095995827452
14.68440032277797,121.00099831564437
14.70224090725393,120.99809608179817
14.696734955230852,121.00116344739126
14.635049319517947,121.06801969287166
14.633265480303818,121.07876702109826
14.657453315032367,121.05734521011169
14.643848589739166,121.05226172962814
14.627189933086205,121.05090394697545
14.648977392100104,121.05164098842206
14.661020334599682,121.05902807417758
14.650123425235067,121.06321061101988
14.624605072970015,121.06256599926502
14.634956431900893,121.06807092376208
14.652467884121423,121.0599291101905
14.632722077973368,121.07433443204329
14.644236966911018,121.05715252293933
14.647545113163849,121.08700078293761
14.630529467913775,121.06605576474936
14.639203519068937,121.05122751570755
14.607386099228865,121.04909016629111
14.629554896216213,121.06462381542414
14.637273091115624,121.05756446341846
14.627320940809907,121.06693909621264
14.656122885668871,121.06453146751745
14.62549735884995,121.05907080214514
14.635398327762585,121.05133115409103
14.641106178402417,121.04465061902485
14.654211505520218,121.05533394175104
14.625440151117761,121.06836307921495
14.651430410151105,121.06194002871301
14.639901103239751,121.04734170348459
14.629983686119076,121.06153090053023
14.644419807372188,121.063652265069
14.64178936958529,121.0509605169097
14.633796603857968,121.06133634233117
14.640496793479455,121.06038117845617
14.635945636660939,121.04836938829341
14.640933946082068,121.0633769648752
14.646420079374765,121.0654069365354
14.655658940791009,121.07062960370347
14.627420617641286,121.07033711179206
14.661129106376118,121.04602239759214
14.62027789463433,121.05042084087256
14.6382809216792,121.0649494439438
14.6456819446944,121.06493695078083
14.642608691306906,121.06494956813478
14.63357177743135,121.09832640617826
14.637717550125982,121.06550799637864
14.634868763282967,121.07115474767352
14.633905125060114,121.06933910890665
14.648294793599765,121.06631300378477
14.643368927489206,121.05664639882531
14.632869676676949,121.06738878347664
14.648794771383889,121.05207083912634
14.642871767838322,121.05743090520431
14.647927393817945,121.05494545579343
14.646095061048792,121.06061783266557
14.631508822520335,121.08294567693845
14.634196962227586,121.0411264393458
14.647271708680789,121.06666169317546
14.64590247528389,121.04367193255982
14.639589756689915,121.05507977261382
14.640972046462643,121.07068859724139
14.65257542158744,121.06044189146267
14.633883058741198,121.04902164349242
14.645269746441256,121.05264605417912
14.637776846105217,121.06659506876106
14.637621960597283,121.05249542495454
14.650786541149428,121.06196367716754
14.648052936119436,121.06025480967075
14.647933868989561,121.05328308779565
14.652853560701098,121.08123853216496
14.640008811045883,121.0661382814949
14.646618302342505,121.03954766540514
14.63669610506362,121.0616636344194
14.64304043615444,121.05318122662403
14.638497342085879,121.06832342461968
14.640768732279483,121.05187388388738
14.645750342883925,121.05865172685705
14.631616565797222,121.06484896406153
14.66072264538641,121.06845664321341
14.629738598814559,121.04779612720115
14.62765688650168,121.0564540789133
14.562722973756605,120.98498390480137
14.571975383200218,120.981319423006
14.57460213436755,120.9796439942369
14.57854356639102,120.97968625115901
14.580515326831321,120.97328032833789
14.562152757132052,120.9644302523515
14.558058036343075,120.9741608416483
14.586175946269417,120.96663117895125
14.576722318170228,120.98315399340055
14.565914312684866,120.97193222225134
14.588910697805657,120.96514782409844
14.57455592439336,120.97018893764984
14.58519214989107,120.97753211060912
14.574074362864533,120.96776555053833
14.594006657299252,120.9651805921107
14.590952586474863,120.97583966818128
14.57090953656564,120.97585246177745
14.583114887559976,120.96833336431266
14.579852937546283,120.96869241301019
14.587085493625755,120.97572329543995
14.56374994344463,120.9589219526514
14.580259692650415,120.9593281583226
14.583983422918928,120.96621835385385
14.5558117831862,120.97126832454924
14.561566592923773,120.97651187172235
14.55300685627283,120.98815635823586
14.570705109705987,120.98197939229838
14.580574600608392,120.97180341076674
14.588422748571391,120.97321263398734
14.57414012585463,120.96337750241999
14.589685333506145,120.97321766470644
14.559598163468282,120.97051620967717
14.55636535365688,120.97662998166975
14.572843701061466,120.96513048663084
14.577239832539824,120.97859626120878
14.57307223056949,120.98873018519639
14.552724757050033,120.9723151945818
14.572507977655304,120.97741991328735
14.560354483045383,120.98030423598348
14.580095903538732,120.9693905913475
14.5770651605114,120.97564372088448
14.564000380187158,120.97352872007419
14.568260508877065,120.97437955705186
14.562807042831542,120.9656726982278
14.5727723870777,120.97364789780896
14.582950601255444,120.97838277897883
14.563541917587076,120.98791423214432
14.57843964320561,120.98299550432722
14.568096601866706,120.99493462064149
14.565470449727808,120.96572932043749
14.572328874450886,120.98212600243357
14.563046754826237,120.97523621612375
14.56786268499696,120.99530082539854
14.561420399124543,120.96531981321282
14.593046429379596,120.96500557764456
14.57375181357015,120.96740886961193
14.566401922970506,120.95216383882327
14.575538977157773,120.96814524584956
14.572275897553522,120.96581146945083
14.571189482055098,120.97490673393114
14.579540845050866,120.97682035582415
14.580974255150904,120.99216450445853
14.568094166574326,120.98290703444823
14.567640995643984,120.96763375950974
14.570648661078915,120.96441864935288
14.550379966403076,120.97832198778143
14.558247267428445,120.96020046399616
14.587067920724877,120.9917173837249
14.589848855185444,120.98519719727358
14.570908817654868,120.96871103954533
14.57916474768099,120.95627145077546
14.576511679595868,120.98694151980803
14.604187986134983,120.97225739761384
14.584594927164778,120.9857809591861
14.572120002135623,120.95745851947842
14.563843773644427,120.96740904583683
14.557334714847856,120.97345523306355
14.575433814409104,120.97387260200401
14.565835670597588,120.96890214135158
14.559176640954455,120.97963129538984
14.659545176514461,120.9522468129828
14.669845558757066,120.94789706178909
14.66121850265598,120.97558395817596
14.676411287025827,120.96752893939473
14.680110605658136,120.95863281541207
14.696690794988992,120.97351198321414
14.683195695603882,120.95948622490171
14.677735416578152,120.95009969981196
14.688220477678074,120.97394378259793
14.657815068776161,120.96410164226208
14.682282567447325,120.94834008028197
14.68763507380511,120.9568091550444
14.66514055940844,120.94995635929139
14.69136396229831,120.94488454451559
14.683311385941185,120.96797431730056
14.675773542727232,120.97780670822993
14.686254240527303,120.94472686608704
14.702633350444284,120.96434223419215
14.681745084416825,120.95220611613402
14.682408627729243,120.95384128798759
14.675332812870836,120.95278860258284
14.671427978171591,120.95007263412843
14.688229780031682,120.95919775810468
14.671365583607152,120.95040304066113
14.680642084238434,120.96141711008303
14.675149847398588,120.95821016073074
14.684716220123704,120.95632306135657
14.683263042919108,120.94963690520483
14.690301821308818,120.95294482851955
14.674826257877692,120.9662664540835
14.677227672513306,120.96372171370147
14.670138784708417,120.94893698937724
14.67548348926548,120.95970586487952
14.683699426796688,120.96622641305895
14.687496308032694,120.94201848901402
14.670704768624464,120.96414614374903
14.688622481067297,120.95208630423578
14.693482800454289,120.96441852851116
14.684060770898476,120.95107995025981
14.69869437999182,120.94066372081859
14.672188529875203,120.9424371174464
14.667479874833125,120.95919339129185
14.662139219377197,120.96130976684245
14.694886864981132,120.94966937557419
14.68647007842978,120.96509846641301
14.679370575157135,120.94209734120254
14.682726108129438,120.95805174383877
14.668671531393256,120.94660237982761
14.704383941662408,120.95219418074721
14.681218633685992,120.9591865285384
14.68102036981229,120.9501084081724
14.687184088105226,120.95486698638294
14.684736514183607,120.96877546991738
14.68216526210903,120.95294362313001
14.672021677311786,120.96706946294589
14.6846411054376,120.94741547327865
14.69874666683099,120.96401058360439
14.693380622327789,120.97312822803181
14.695858288132634,120.93399609682396
14.674814265101928,120.95074358927053
14.670030373663653,120.96448326309704
14.678668552665243,120.95668208796481
14.680483670989126,120.96242400055895
14.690868337050949,120.95267268995808
14.663001775569091,120.95957843969997
14.695221925060846,120.95715576947131
14.67834634288045,120.97039036244183
14.675657611166766,120.96125675025824
14.669805378113638,120.96208856844599
14.663377855147582,120.95459377216402
14.68815812770586,120.95383647958451
14.680659601538125,120.95438695994704
14.66702681286883,120.96265706324901
14.666975634145604,120.95450269701703
14.676568574873338,120.9616102903942
14.696616637119133,120.97946654981169
14.677330508352604,120.96742378885955
14.664894992335059,120.95545230650356
14.67746899122538,120.97072468104687
14.677199186168764,120.95463178809501
